flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,source_class,binary_label
2.7149263858795165,3222944.2,6.0,53.0,544.5834984675209,544.5834984675209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1478.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52282.2,1514.0,4410.0,3387.362396719208,1001.9126316394486,3106.8,166523936.5646058,13.5,82.23091423267756,1416.1087814891089,1004366.8634765592,1.0,244.6,benign,0
27.86145374774933,2040969.8,7.1,233.4,69.75220499431278,69.75220499431278,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8,0.0,71.1,1853.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18503.4,54.0,10202.0,1234.4399390813865,2637.1190160832257,80.8,166524051.4836274,13.5,49.5953335133142,3736.834780020453,7020630.729697366,1.0,244.6,benign,0
372.953088927269,23681.8,12.1,61.7,5.338803498114219,5.338803498114219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,87.4,175.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1471.9,50.2,317.0,94.62865297069632,68.16401066952265,106.4,166516355.48724782,13.5,13.735508682455386,96.49963046069873,4660.308438312003,1.0,244.6,benign,0
51.7618492603302,3113606.7,7.1,195.1,50.48899816817395,50.48899816817395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,120.5,2900.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,364.0,64.8,68.2,66.0977777777778,0.8780687698850713,66.7,0.0052229881286621,5.5,11.497591585041652,1.241776763067728,2.957728395061729,0.3,38.5,benign,0
9.749606919288636,160569.2,6.0,80.4,72.130101198887,72.130101198887,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8,0.0,80.6,260.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18833.4,66.0,4410.0,1212.646872051237,1502.3214012579003,1369.2,166521387.7116373,13.5,49.20907145711499,2129.2980541416023,2277830.637515077,1.0,244.6,benign,0
13.63103654384613,11258.6,6.5,50.0,11.215150470835583,11.215150470835583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1575.9,58.0,344.0,102.53764564125244,72.00131567599075,76.5,166520857.74897093,13.5,14.327479705005056,102.00948664392509,5223.865630678809,1.0,244.6,benign,0
0.492471718788147,87920.9,6.0,173.8,160.50168177752658,160.50168177752658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,32.4,77.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7485.0,66.0,2350.8,1117.9730952380953,942.0983035706048,1348.2,0.0037784099578857,5.5,44.18977771088724,1332.3281979982346,1113946.1601899094,0.8,38.5,benign,0
6.813962745666504,683955.2,6.0,114.1,100.3084155176954,100.3084155176954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,28.0,682.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7458.2,1079.6,1514.0,1420.2822222222223,174.44290474932595,1079.6,0.0038569927215576,5.5,53.21221506222882,246.6995217562548,103202.81239506174,0.3,38.5,benign,0
71.52683472633362,1281990.5,7.1,149.5,55.72104015648971,55.72104015648971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.0,308.8,1678.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3916.4,75.0,2445.0,658.6687301587301,859.4750038924991,551.2,0.0093461990356445,5.5,34.740566271420235,1215.4812070254409,939463.3717246158,0.9,38.5,benign,0
91.04068648815156,44558.4,15.9,75.2,10.002083427712854,10.002083427712854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,185.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,468.6,50.0,157.0,83.35460317460317,38.08008535310327,81.4,0.0102938890457153,5.5,12.859587934458228,53.853373162683695,1674.315994457042,0.9,38.5,benign,0
1.676155686378479,128395.4,6.0,64.0,61.74702932625345,61.74702932625345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,11.0,102.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9485.4,1514.0,2238.0,1656.1568253968253,285.4525680120852,1803.6,0.0004521131515502,5.5,57.49602380801559,403.6908930969192,163894.60781456289,0.5,38.5,benign,0
18.90746898651123,1204802.2,6.0,114.4,63.228964731677046,63.228964731677046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,55.0,1194.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,14634.2,66.0,2962.0,936.3240823916364,888.9344536101995,1514.0,166522276.8669292,13.5,42.82443042991961,1218.186792777543,744647.6568153575,1.0,244.6,benign,0
12.126755404472352,264294.0,5.4,61.0,53.12329695634988,53.12329695634988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,208.7,474.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,14160.6,63.6,1494.0,932.0221629020276,660.4731902756336,550.7,166516908.51737943,13.5,43.019329094147714,933.9777090186492,436636.45003193367,1.0,244.6,benign,0
54.72672185897827,1864922.3,4.8,113.9,26.270476588141985,26.270476588141985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.2,2001.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7944.6,54.0,2962.0,528.0076980058985,850.3867212084109,89.6,166520621.1283719,13.5,32.45870217000031,1204.790307400805,728999.3420780267,1.0,244.6,benign,0
26.897532987594605,443929.0,11.0,76.7,53.69816461135706,53.69816461135706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,51.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3606.8,54.8,2392.4,514.5551984126984,861.45494391221,1094.1,0.0047266006469726,5.5,29.685704846498595,1218.281265054001,1086486.8138488126,0.9,38.5,benign,0
0.2716057538986206,819844.0,6.0,64.0,2266.1518795138427,2266.1518795138427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,110.0,614.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,363.0,66.0,66.0,66.0,0.0,66.0,3.2186508178710938e-06,5.5,11.489125293076055,0.0,0.0,0.0,38.5,benign,0
29.848372602462767,758206.4,10.4,93.2,44.59894185949149,44.59894185949149,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,123.6,899.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1660.3,70.8,833.2,214.3085317460317,251.6623344228422,809.3,0.0152590036392211,5.5,18.772043928134902,355.9042864792568,232933.5064572782,0.8,38.5,benign,0
13.725179219245913,34362.3,7.1,114.7,29.822693982018187,29.822693982018187,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,81.3,177.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1144.8,54.0,688.4,195.37952380952385,228.263026221288,181.2,0.0214828968048095,5.5,19.19909840986454,322.8126674704707,66995.92219614513,0.8,38.5,benign,0
11.356065940856933,362247.4,7.1,149.9,36.04179971154669,36.04179971154669,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,418.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1973.2,54.0,478.8,121.09714149069023,117.70923349323876,380.4,166519055.32156932,13.5,15.019367633760316,151.8195754202866,21881.13969696196,1.0,244.6,benign,0
